1,8.4e-05
0.95027,0.00314
0.90052,0.006204
0.85074,0.009204
0.80076,0.012148
0.75063,0.014808
0.70054,0.01724
0.65042,0.019408
0.60028,0.021292
0.55012,0.022856
0.49994,0.024056
0.44975,0.024832
0.39955,0.025096
0.34935,0.024768
0.29917,0.023936
0.249,0.022624
0.19885,0.0208
0.14874,0.018368
0.09868,0.015168
0.07369,0.013152
0.04874,0.01074
0.02387,0.00758
0.01153,0.005368
0.00665,0.004176
0.00424,0.003424
0,0
0.00576,-0.002976
0.00835,-0.003544
0.01347,-0.0044
0.02613,-0.005892
0.05126,-0.007852
0.07631,-0.009264
0.10132,-0.0104
0.15126,-0.01212
0.20115,-0.01336
0.251,-0.014216
0.30083,-0.014752
0.35065,-0.014976
0.40045,-0.014864
0.45025,-0.01432
0.50006,-0.013416
0.54988,-0.012248
0.59972,-0.010876
0.64958,-0.009368
0.69946,-0.007776
0.74937,-0.006168
0.79924,-0.004668
0.84926,-0.003436
0.89948,-0.002284
0.94974,-0.00118
1,-8.4e-05
