9.9999248981475830e-01    1.5566219808533788e-03
9.9985969066619873e-01    1.5775780193507671e-03
9.9969810247421265e-01    1.6030139522626996e-03
9.9950158596038818e-01    1.6338620334863663e-03
9.9926298856735229e-01    1.6712390352040529e-03
9.9897307157516479e-01    1.7164689488708973e-03
9.9862140417098999e-01    1.7711269902065396e-03
9.9819511175155640e-01    1.8370649777352810e-03
9.9767887592315674e-01    1.9164510304108262e-03
9.9705469608306885e-01    2.0117990206927061e-03
9.9630099534988403e-01    2.1260019857436419e-03
9.9539297819137573e-01    2.2623429540544748e-03
9.9430161714553833e-01    2.4244999513030052e-03
9.9299341440200806e-01    2.6165300514549017e-03
9.9143081903457642e-01    2.8428130317479372e-03
9.8957180976867676e-01    3.1079701147973537e-03
9.8737078905105591e-01    3.4167328849434853e-03
9.8477917909622192e-01    3.7737649399787188e-03
9.8174697160720825e-01    4.1834488511085510e-03
9.7822439670562744e-01    4.6496507711708546e-03
9.7416347265243530e-01    5.1755341701209545e-03
9.6951848268508911e-01    5.7635270059108734e-03
9.6522957086563110e-01    6.2949531711637974e-03
9.6099328994750977e-01    6.8100672215223312e-03
9.5679497718811035e-01    7.3118042200803757e-03
9.5261859893798828e-01    7.8030289150774479e-03
9.4844722747802734e-01    8.2865059375762939e-03
9.4426369667053223e-01    8.7648220360279083e-03
9.4005221128463745e-01    9.2402948066592216e-03
9.3579870462417603e-01    9.7148669883608818e-03
9.3149191141128540e-01    1.0190020315349102e-02
9.2712360620498657e-01    1.0666759684681892e-02
9.2268872261047363e-01    1.1145619675517082e-02
9.1818338632583618e-01    1.1626959778368473e-02
9.1360402107238770e-01    1.2111079879105091e-02
9.0894609689712524e-01    1.2598349712789059e-02
9.0420520305633545e-01    1.3089169748127460e-02
8.9937639236450195e-01    1.3583930209279060e-02
8.9445459842681885e-01    1.4083050191402435e-02
8.8943439722061157e-01    1.4586970210075378e-02
8.8430982828140259e-01    1.5096119605004787e-02
8.7907391786575317e-01    1.5611009672284126e-02
8.7371861934661865e-01    1.6132209450006485e-02
8.6823260784149170e-01    1.6660479828715324e-02
8.6260169744491577e-01    1.7196809872984886e-02
8.5680782794952393e-01    1.7742410302162170e-02
8.5082942247390747e-01    1.8298640847206116e-02
8.4464180469512939e-01    1.8867019563913345e-02
8.3821809291839600e-01    1.9449049606919289e-02
8.3153057098388672e-01    2.0046120509505272e-02
8.2455301284790039e-01    2.0659279078245163e-02
8.1726199388504028e-01    2.1289100870490074e-02
8.0963778495788574e-01    2.1935630589723587e-02
8.0166447162628174e-01    2.2598350420594215e-02
7.9332971572875977e-01    2.3276230320334435e-02
7.8462308645248413e-01    2.3967809975147247e-02
7.7553540468215942e-01    2.4671329185366631e-02
7.6605838537216187e-01    2.5384679436683655e-02
7.5618427991867065e-01    2.6105450466275215e-02
7.4590677022933960e-01    2.6830829679965973e-02
7.3522037267684937e-01    2.7557609602808952e-02
7.2412121295928955e-01    2.8282139450311661e-02
7.1260672807693481e-01    2.9000289738178253e-02
7.0067608356475830e-01    2.9707470908761024e-02
6.8833041191101074e-01    3.0398560687899590e-02
6.7557257413864136e-01    3.1067939475178719e-02
6.6240781545639038e-01    3.1709551811218262e-02
6.4884322881698608e-01    3.2316919416189194e-02
6.3488870859146118e-01    3.2883331179618835e-02
6.2055629491806030e-01    3.3401910215616226e-02
6.0586088895797729e-01    3.3865891396999359e-02
5.9081959724426270e-01    3.4268859773874283e-02
5.7545250654220581e-01    3.4605059772729874e-02
5.5978220701217651e-01    3.4869678318500519e-02
5.4383367300033569e-01    3.5059180110692978e-02
5.2763479948043823e-01    3.5171560943126678e-02
5.1121562719345093e-01    3.5206530243158340e-02
4.9460819363594055e-01    3.5165630280971527e-02
4.7784718871116638e-01    3.5053789615631104e-02
4.6096879243850708e-01    3.4879561513662338e-02
4.4401070475578308e-01    3.4651800990104675e-02
4.2701199650764465e-01    3.4378979355096817e-02
4.1001290082931519e-01    3.4068841487169266e-02
3.9305409789085388e-01    3.3728308975696564e-02
3.7617638707160950e-01    3.3363301306962967e-02
3.5942101478576660e-01    3.2978720963001251e-02
3.4282821416854858e-01    3.2578408718109131e-02
3.2643771171569824e-01    3.2165348529815674e-02
3.1028801202774048e-01    3.1741678714752197e-02
2.9441589117050171e-01    3.1308978796005249e-02
2.7885648608207703e-01    3.0868269503116608e-02
2.6364269852638245e-01    3.0420210212469101e-02
2.4880500137805939e-01    2.9965139925479889e-02
2.3437120020389557e-01    2.9503110796213150e-02
2.2036629915237427e-01    2.9033929109573364e-02
2.0681230723857880e-01    2.8557220473885536e-02
1.9372810423374176e-01    2.8072439134120941e-02
1.8112950026988983e-01    2.7578970417380333e-02
1.6902899742126465e-01    2.7076149359345436e-02
1.5743610262870789e-01    2.6563309133052826e-02
1.4635710418224335e-01    2.6039799675345421e-02
1.3579539954662323e-01    2.5505049154162407e-02
