1,0.000168
0.95027,0.00628
0.90052,0.012408
0.85074,0.018408
0.80076,0.024296
0.75063,0.029616
0.70054,0.03448
0.65042,0.038816
0.60028,0.042584
0.55012,0.045712
0.49994,0.048112
0.44975,0.049664
0.39955,0.050192
0.34935,0.049536
0.29917,0.047872
0.249,0.045248
0.19885,0.0416
0.14874,0.036736
0.09868,0.030336
0.07369,0.026304
0.04874,0.02148
0.02387,0.01516
0.01153,0.010736
0.00665,0.008352
0.00424,0.006848
0,0
0.00576,-0.005952
0.00835,-0.007088
0.01347,-0.0088
0.02613,-0.011784
0.05126,-0.015704
0.07631,-0.018528
0.10132,-0.0208
0.15126,-0.02424
0.20115,-0.02672
0.251,-0.028432
0.30083,-0.029504
0.35065,-0.029952
0.40045,-0.029728
0.45025,-0.02864
0.50006,-0.026832
0.54988,-0.024496
0.59972,-0.021752
0.64958,-0.018736
0.69946,-0.015552
0.74937,-0.012336
0.79924,-0.009336
0.84926,-0.006872
0.89948,-0.004568
0.94974,-0.00236
1,-0.000168
